"Protein IDs","Gene names","LFQ intensity KO_MITOS_22","LFQ intensity KO_MITOS_23","LFQ intensity KO_MITOS_24","LFQ intensity KO_TOTALS_22","LFQ intensity KO_TOTALS_23","LFQ intensity KO_TOTALS_24","LFQ intensity WT_MITOS_22","LFQ intensity WT_MITOS_23","LFQ intensity WT_MITOS_24","LFQ intensity WT_TOTALS_22","LFQ intensity WT_TOTALS_23","LFQ intensity WT_TOTALS_24"
"P48509","CD151",0,0,0,0,0,0,0,0,0,0,0,0
"P48553","TRAPPC10",0,0,0,0,0,0,0,0,0,0,0,0
"P48556","PSMD8",0,2652900,0,23772000,11379000,53704000,2777300,2339100,3001800,45672000,15510000,16942000
"P48634;P48634-3;P48634-2;P48634-4","PRRC2A",0,4226200,0,19583000,18445000,66319000,0,3185100,5174000,33072000,16288000,18694000
"P48637;P48637-2","GSS",9903700,6741100,5326200,53533000,33841000,145840000,4280900,6113300,6928700,40626000,13208000,17511000
"P48643;P48643-2","CCT5",145930000,162340000,184650000,225920000,203130000,548680000,108390000,177330000,177730000,433570000,208460000,240530000
"P48651;P48651-3;P48651-2","PTDSS1",0,0,0,14378000,13578000,0,0,0,0,0,25638000,0
"P48681","NES",0,0,0,54235000,54291000,70421000,24512000,0,0,9349700,17487000,7941100
"P48723","HSPA13",144520000,81767000,93509000,62062000,79528000,99896000,95287000,98884000,126910000,74516000,62022000,66881000
"P48729-3;P48729;P48729-2;Q8N752","CSNK1A1",0,15354000,11178000,20129000,14437000,28867000,8454800,16685000,10908000,9983700,18038000,16922000
"P48730-2;P48730","CSNK1D",0,0,0,0,0,0,0,0,0,0,0,0
"P48735;P48735-2","IDH2",936910000,547980000,735110000,208370000,223960000,163110000,326330000,285220000,263780000,108420000,96573000,128030000
"P48739;P48739-3","PITPNB",10312000,11525000,14601000,41608000,37646000,87374000,26970000,18432000,15434000,56693000,24670000,34619000
"P48960-2;P48960-3;P48960;Q9UHX3-5;Q9UHX3-4;Q9UHX3-6;Q9UHX3-3;Q9UHX3-2;Q9UHX3","CD97",10686000,5840500,6457300,15589000,9813500,0,11595000,15681000,16018000,15721000,17153000,13013000
"P49005","POLD2",0,9966600,0,15151000,11154000,32239000,0,0,0,16913000,8988600,10499000
"P49006","MARCKSL1",91523000,100110000,102760000,244800000,146540000,13514000,116680000,78014000,117850000,312390000,150990000,262030000
"P49023-2;P49023;P49023-3;P49023-4","PXN",0,0,0,0,0,0,0,0,0,5415200,0,0
"P49069","CAMLG",0,0,0,18627000,24990000,0,0,7719700,0,7264000,25802000,13278000
"P49137-2;P49137;Q16644","MAPKAPK2;MAPKAPK3",0,0,0,0,0,34453000,0,0,0,0,0,0
"P49184","DNASE1L1",15946000,15304000,14221000,14014000,15569000,0,0,0,0,0,0,0
"P49189;P49189-3;P49189-2","ALDH9A1",232240000,149080000,223500000,161350000,124070000,112290000,203680000,154800000,142480000,193990000,100780000,132870000
"P49207","RPL34",145180000,174570000,131550000,78200000,79521000,31198000,129880000,147120000,147160000,123950000,151780000,239020000
"P49257","LMAN1",88255000,80972000,110570000,88041000,96900000,75507000,187020000,196710000,260970000,137430000,213030000,152210000
"P49281-5;P49281-2;P49281-3;P49281;P49281-4","SLC11A2",0,0,0,0,0,0,15955000,0,19463000,0,14566000,0
"P49321;P49321-3;P49321-4;P49321-2","NASP",1494800,1327100,1885800,201370000,101550000,289930000,1701400,1364300,2767900,235730000,45182000,71463000
"P49327","FASN",120540000,248370000,153440000,564510000,482910000,1435100000,173690000,150180000,216700000,731570000,419860000,490580000
"P49336-2;P49336;Q9BWU1-2;Q9BWU1","CDK8;CDK19",0,0,0,0,0,0,0,0,0,0,0,0
"P49354;P49354-2","FNTA",0,1802300,2268800,4626000,4300500,15184000,0,0,1547000,8845500,4695600,5038800
"P49356;P49356-2","FNTB",0,0,0,6788900,0,0,0,0,0,9806400,0,0
"P49366;P49366-2;P49366-3","DHPS",0,0,0,8443700,13165000,19711000,0,0,0,16425000,0,0
"P49368;P49368-2","CCT3",157330000,171170000,205600000,196570000,173440000,573780000,117220000,198390000,206460000,333740000,207190000,236340000
"P49406","MRPL19",201480000,132160000,169500000,64296000,92134000,48306000,143930000,129620000,122500000,46713000,72035000,61413000
"P49407-2;P49407","ARRB1",0,0,0,0,0,0,0,0,0,0,0,0
"P49411","TUFM",2546500000,1719900000,2278300000,1263400000,1232700000,608300000,2986900000,2016200000,1951400000,1477000000,1282300000,1539800000
"P49419-2;P49419;P49419-4","ALDH7A1",1191100000,858930000,1194100000,500190000,444400000,449770000,538200000,466600000,424720000,291450000,186410000,215560000
"P49427","CDC34",0,0,0,0,0,0,0,0,0,12574000,0,17963000
"P49441","INPP1",0,0,0,0,0,0,0,0,0,0,0,0
"P49454","CENPF",19781000,44118000,26841000,33040000,32101000,47127000,19554000,17694000,19547000,18943000,33799000,25275000
"P49458;P49458-2","SRP9",76298000,145480000,116120000,207000000,225550000,296990000,64683000,135400000,138390000,286680000,219580000,338800000
"P49459;P49459-3;P49459-2","UBE2A",0,0,0,0,0,35165000,0,0,0,8359300,0,0
"P49585;Q9Y5K3-2;Q9Y5K3-4;Q9Y5K3-3;Q9Y5K3","PCYT1A",0,0,0,10465000,10634000,65262000,0,0,0,9970400,6112800,12800000
"P49588;P49588-2","AARS",1379800,2476400,3751400,43243000,28782000,120080000,6982500,4633100,5513400,74209000,27516000,36837000
"P49589-3;P49589-2;P49589","CARS",0,0,0,15028000,10269000,78274000,0,0,0,6350300,5537100,0
"P49590;P49590-2","HARS2",159910000,88773000,110750000,40891000,44773000,20095000,95863000,64431000,65175000,33475000,31747000,31515000
"P49591","SARS",1513200,2658200,3350100,29450000,26394000,187570000,5235900,3066900,4188400,48683000,23583000,25078000
"P49593;P49593-2","PPM1F",0,0,0,20479000,9355300,111830000,0,0,0,22566000,6881500,14099000
"P49642","PRIM1",0,4436800,0,8855100,5034000,26398000,0,5266300,0,6732900,6483700,5247600
"P49643;P49643-2","PRIM2",0,6384100,2915000,9480200,12045000,93360000,0,0,3968000,8482900,13528000,9696900
"P49674","CSNK1E",0,8797900,0,11620000,8571100,18952000,0,8090800,9684800,9200500,10157000,9372400
"P49711;P49711-2","CTCF",0,0,0,13064000,18172000,13201000,0,0,0,11033000,18403000,17921000
"P49720","PSMB3",7839300,12593000,10725000,68401000,60392000,256260000,34790000,12217000,25644000,76036000,33958000,70158000
"P49721","PSMB2",54719000,40948000,14343000,160120000,100950000,548250000,15606000,9330400,34120000,282820000,132080000,112470000
"P49736","MCM2",784260,5160700,2276400,160610000,124560000,265800000,589840,1388100,1886400,178810000,123560000,205410000
"P49748-2;P49748;P49748-3","ACADVL",1062300000,794070000,917700000,460280000,547400000,222020000,517430000,402720000,415340000,202050000,212880000,233420000
"P49750;P49750-1;P49750-3","YLPM1",0,2151400,0,20286000,20620000,55390000,0,2224800,0,15745000,24329000,14190000
"P49753;P49753-2","ACOT2",327370000,158580000,237500000,95894000,122240000,84248000,115380000,82765000,86882000,51139000,42863000,47280000
"P49754-2;P49754-3;P49754","VPS41",0,0,13603000,0,0,17102000,15105000,16443000,20489000,0,0,0
"P49755","TMED10",361130000,264050000,338950000,148570000,202540000,111590000,258720000,209870000,373530000,101320000,245850000,159780000
"P49756;P49756-2;P49756-3;P49756-4","RBM25",6314800,56536000,19194000,124420000,113740000,162710000,4684600,13608000,9698600,81109000,145920000,107380000
"P49757-4;P49757-2;P49757-3;P49757;P49757-8;P49757-7;P49757-6;P49757-5;P49757-9;Q9Y6R0","NUMB",21317000,29027000,21265000,4811400,4641300,6145800,12294000,21929000,23093000,3558700,4891800,0
"P49761-3;P49761-1;P49761","CLK3",0,0,0,0,0,0,0,0,0,0,0,0
"P49768-7;P49768-2;P49768;P49768-6;P49768-4;P49768-3;P49768-5","PSEN1",4665200,9044100,3595800,5261400,4174500,0,13563000,8339900,11409000,2924100,4919000,0
"P49770","EIF2B2",0,10678000,0,31729000,18064000,44170000,0,4050100,3771300,25521000,11043000,13634000
"P49773","HINT1",35757000,23873000,35747000,181540000,125090000,564520000,47866000,46244000,63187000,356420000,128710000,227700000
"P49790;P49790-2;P49790-3","NUP153",0,1843100,1045100,59999000,31152000,60878000,0,773180,0,35283000,100380000,48192000
"P49792;O14715;Q99666;P0DJD0;P0DJD1","RANBP2",43313000,60297000,58507000,80310000,66637000,85305000,43653000,43576000,39946000,61816000,77876000,78440000
"P49795","RGS19",0,6020900,6757500,0,0,0,0,10101000,7113100,0,0,0
"P49810-2;P49810-3;P49810","PSEN2",0,0,0,0,0,0,0,0,0,0,0,0
"P49815-5;P49815-3;P49815-7;P49815-6;P49815-2;P49815-4;P49815","TSC2",0,0,0,0,0,15065000,0,0,0,0,0,0
"P49821-2;P49821","NDUFV1",896050000,471540000,732900000,197430000,249720000,114070000,789720000,583200000,553400000,220210000,198420000,209490000
"P49840","GSK3A",25758000,44327000,30908000,17131000,18620000,55411000,27458000,68410000,54271000,37773000,19047000,20274000
"P49841;P49841-2","GSK3B",52158000,43336000,28993000,15125000,8912700,38006000,23651000,50036000,38138000,14731000,10862000,8815600
"P49848-4;P49848-2;P49848;P49848-3","TAF6",0,4748700,0,0,3987300,23624000,0,0,0,0,0,0
"P49902;P49902-2","NT5C2",0,4815000,0,8130400,0,16769000,0,12113000,0,15454000,8630000,15886000
"P49903;P49903-2;P49903-4;P49903-3","SEPHS1",0,42861000,24293000,39610000,25326000,167890000,0,18403000,3917900,59056000,20750000,27908000
"P49914;P49914-2","MTHFS",39573000,47931000,39595000,18091000,19943000,29847000,49392000,39941000,26852000,20514000,15421000,17026000
"P49915;P49915-2","GMPS",18063000,47730000,29000000,84338000,63129000,228300000,3641000,23028000,20787000,74589000,35644000,40795000
"P49916-3;P49916","LIG3",7897100,26896000,14298000,56335000,55771000,66796000,5405600,19299000,10687000,40644000,77497000,57144000
"P49959;P49959-2;P49959-3","MRE11A",57519000,96558000,66677000,66193000,67103000,138520000,29193000,49144000,36601000,72606000,47573000,53543000
"P50053-2",NA,0,0,0,0,0,0,0,0,0,0,0,0
"P50148","GNAQ",47748000,57429000,45986000,38574000,62126000,34839000,40251000,79440000,66034000,30178000,48837000,33578000
"P50151;Q9H1X3-3","GNG10;DNAJC25",0,0,0,0,0,0,0,0,0,0,0,0
"P50213;P50213-2","IDH3A",756670000,559780000,775070000,340520000,352420000,127850000,794010000,626500000,529060000,418280000,270410000,406140000
"P50225;P50226;P50225-2","SULT1A1;SULT1A2",0,0,0,8282700,2778100,26016000,17144000,21616000,26324000,135850000,65345000,79600000
"P50336","PPOX",229400000,131720000,166930000,53064000,73103000,53570000,156690000,105780000,101470000,33447000,38942000,40141000
"P50395;P50395-2","GDI2",108530000,106030000,101270000,259370000,220020000,681150000,153450000,191330000,227970000,512580000,260000000,281110000
"P50402","EMD",128850000,224700000,172160000,153900000,186910000,123050000,238800000,242350000,255060000,105680000,283560000,206900000
"P50416;P50416-2","CPT1A",118110000,70810000,62713000,28429000,59500000,16115000,29505000,19414000,18904000,7766300,7116400,6990500
"P50440;P50440-2;P50440-3","GATM",0,3426800,4523700,0,0,0,12775000,6322500,8732500,5199600,0,3952400
"P50453","SERPINB9",0,0,0,0,0,16214000,0,0,0,0,0,0
"P50454","SERPINH1",2828200000,1945300000,2072500000,933580000,978520000,1034100000,2024500000,1930700000,2403500000,714630000,785520000,729360000
"P50479-2;P50479","PDLIM4",0,0,0,0,0,0,0,0,0,0,0,0
"P50502;Q8NFI4;Q8IZP2","ST13;ST13P5",53829000,20008000,50488000,122460000,123120000,682230000,51884000,39081000,46768000,167840000,79195000,97660000
"P50542-2","PEX5",0,0,0,9636400,13313000,25441000,0,0,11592000,13271000,8171900,11749000
"P50552","VASP",0,0,0,0,0,0,0,0,0,0,0,0
"P50570-2;P50570-5;P50570","DNM2",21630000,54912000,35719000,46804000,31469000,89952000,23056000,76248000,57883000,66283000,40390000,47492000
"P50579;P50579-3","METAP2",13613000,24720000,20676000,44448000,27887000,86576000,17429000,28195000,33025000,75632000,45568000,52806000
"P50579-2","METAP2",0,0,0,0,0,0,0,0,8948200,7340200,0,0
"P50583","NUDT2",0,0,0,0,0,40389000,8050300,0,0,21563000,9168700,11574000
"P50747;P50747-2","HLCS",0,0,0,0,13423000,40760000,0,0,0,15444000,0,0
"P50748;P50748-2","KNTC1",0,0,0,0,0,0,0,0,0,0,0,0
"P50750-2;P50750","CDK9",0,0,0,0,0,14826000,0,29637000,0,0,8344600,0
"P50851;Q8NFP9-3","LRBA",0,0,5688500,11873000,8187300,19639000,0,0,0,11688000,7097500,7200100
"P50851-2","LRBA",0,0,0,0,0,0,0,0,0,0,0,0
"P50895","BCAM",35503000,50903000,38594000,20756000,20422000,14130000,6496800,14779000,9874300,0,11110000,5291600
"P50897;P50897-2","PPT1",462820000,238610000,251610000,195760000,122200000,155160000,162330000,196040000,175520000,106970000,62192000,76344000
"P50914","RPL14",715740000,619410000,652100000,488730000,535000000,427310000,483440000,682840000,644340000,466070000,567920000,600610000
"P50990;P50990-2","CCT8",163520000,177860000,203100000,232720000,203490000,623060000,132540000,216080000,222350000,443520000,212510000,276310000
"P50991;P50991-2","CCT4",173360000,183620000,190420000,230850000,202690000,558210000,123220000,232990000,238080000,406260000,228980000,258440000
"P50995-2;P50995;P27216;P27216-2","ANXA11",25518000,30503000,34884000,94125000,128460000,79672000,35286000,32011000,33487000,88692000,96524000,84469000
"P51003;P51003-2;Q9NRJ5;Q9BWT3-2;Q9BWT3","PAPOLA",0,9474300,0,24070000,16872000,79478000,0,0,10620000,28979000,14371000,10536000
"P51114;P51114-2;P51114-3","FXR1",35014000,42088000,40864000,56827000,52608000,102490000,18926000,30054000,36266000,37415000,32394000,33637000
"P51116","FXR2",19842000,35259000,28501000,52172000,52152000,104710000,25599000,60497000,69450000,82609000,65267000,70457000
"P51148;P51148-2","RAB5C",238830000,285610000,279160000,296520000,296150000,143920000,468300000,459810000,508140000,381890000,432420000,458180000
"P51149","RAB7A",323280000,280220000,292100000,301580000,312050000,195690000,366620000,319220000,361870000,248370000,334680000,260640000
"P51151;Q9NP90","RAB9A",40474000,31384000,36567000,48425000,45935000,46261000,60956000,42826000,53802000,73870000,81738000,58014000
"P51153","RAB13",90957000,133480000,80707000,94228000,64455000,38249000,60156000,97051000,119870000,48137000,55218000,71427000
"P51398-2;P51398;P51398-3","DAP3",220630000,164990000,177870000,86302000,107860000,70496000,176110000,149630000,131540000,56062000,84415000,50738000
"P51452;P51452-2","DUSP3",0,0,0,11994000,0,46810000,0,0,0,0,10209000,0
"P51511","MMP15",0,3223400,3983800,0,0,0,7054800,21891000,21791000,5146900,6255500,7514000
"P51523","ZNF84",0,0,0,0,0,0,0,0,0,0,0,0
"P51530-2;P51530-3;P51530-4;P51530","DNA2",0,0,0,0,0,0,0,0,0,0,0,0
"P51531-2;P51531","SMARCA2",0,0,0,0,0,17540000,0,0,0,0,0,12057000
"P51532-5;P51532-2;P51532-3;P51532-4;P51532","SMARCA4",3402100,43659000,5411100,35529000,31085000,98383000,0,5941800,3187400,33268000,30933000,29610000
"P51553;P51553-2","IDH3G",586520000,345520000,488400000,154710000,160000000,98771000,354630000,322110000,270700000,101900000,109220000,125940000
"P51570","GALK1",2665600,4948700,3519500,48113000,32077000,211750000,4079000,1534200,3757700,35654000,16795000,24171000
"P51571","SSR4",246290000,224580000,241650000,174440000,184760000,85028000,279440000,270370000,306220000,104440000,189720000,146690000
"P51572;P51572-2","BCAP31",214910000,243410000,247440000,282190000,326760000,146040000,546190000,472250000,546090000,282670000,625230000,517630000
"P51580","TPMT",0,0,0,8030700,0,0,0,0,0,8193400,0,7345100
"P51608;P51608-2","MECP2",0,0,0,19797000,21534000,18497000,0,0,0,5780100,39682000,20745000
"P51610-2;P51610;P51610-3;Q9Y5Z7","HCFC1",4472600,60664000,26071000,77873000,68869000,201560000,4397800,26179000,14324000,89348000,46972000,67079000
"P51617-4;P51617-2;P51617-3;P51617","IRAK1",0,0,0,0,0,0,0,0,0,0,0,0
"P51648;P51648-2;P48448;P43353-2;P30838;P43353","ALDH3A2",81505000,88837000,95403000,70652000,79223000,52958000,156810000,133250000,165250000,69606000,163680000,91473000
"P51649;P51649-2","ALDH5A1",525050000,340900000,431630000,198140000,214450000,101010000,288070000,243260000,231300000,127830000,101580000,130170000
"P51654-3;P51654;P51654-2","GPC3",31036000,20630000,30181000,0,0,0,54738000,50108000,59652000,0,36388000,37910000
"P51659;P51659-3;P51659-2","HSD17B4",972480000,632640000,844670000,352940000,459810000,250700000,1087000000,843670000,1106700000,346920000,577450000,432500000
"P51665","PSMD7",5273700,19399000,3919000,53538000,58898000,217010000,8147700,3227600,6772000,88803000,22723000,35004000
"P51668","UBE2D1",0,0,0,0,0,0,0,0,0,0,0,0
"P51687","SUOX",49966000,25297000,48003000,11132000,13385000,0,55076000,27763000,25947000,33700000,9804500,15501000
"P51688","SGSH",44611000,30553000,44765000,26609000,19106000,23166000,14618000,18310000,16535000,13528000,6354600,13708000
"P51692;P42229-2;P42229","STAT5B",0,0,0,0,0,69328000,3180200,0,0,0,0,0
"P51784","USP11",0,742810,1517800,16148000,10863000,105240000,7167800,0,0,9151700,5004300,4954100
"P51790-4;P51790;P51790-2;P51790-5","CLCN3",24237000,13563000,8748300,8991400,13764000,15149000,19119000,6323800,10785000,0,0,0
"P51798;P51798-2","CLCN7",21603000,18095000,17780000,16112000,12994000,0,51661000,44303000,50154000,15845000,22949000,26605000
"P51808","DYNLT3",0,0,0,9718100,11614000,22999000,0,0,0,11306000,7794300,9973800
"P51809;P51809-3;P51809-2","VAMP7",33777000,20105000,25572000,18508000,21206000,12068000,45650000,39351000,44635000,26515000,39777000,34188000
"P51812;Q9UK32-2;Q9UK32;Q15349;Q15349-3;Q15349-2;O60307;Q9Y2H9","RPS6KA3",10141000,5881800,6331000,11845000,8020600,29715000,10580000,13858000,6547900,38032000,22672000,15748000
"P51858;P51858-2;P51858-3","HDGF",1172100,2699700,1745700,26877000,13771000,167780000,784940,0,0,21422000,10577000,25432000
"P51948;P51948-2","MNAT1",0,0,0,0,0,31211000,0,5087500,0,0,5341800,0
"P51965-2;P51965;P51965-3","UBE2E1",0,0,0,0,0,0,0,0,0,0,0,0
"P51970","NDUFA8",1993000000,1071400000,1859300000,686450000,911570000,229770000,2124100000,1161400000,1139800000,797380000,533410000,541650000
"P51991","HNRNPA3",1748400,123610000,66325000,997680000,917220000,783580000,8780700,38115000,8796100,599510000,1529100000,1286300000
"P51991-2","HNRNPA3",2795500,34425000,17935000,183360000,274910000,49760000,3318500,0,7913000,33553000,377500000,306830000
"P52209;P52209-2","PGD",30239000,90870000,78483000,140210000,122050000,381720000,39402000,88804000,62092000,213930000,128360000,135150000
"P52272;P52272-2","HNRNPM",59335000,230710000,122440000,617840000,585670000,969990000,95510000,161100000,131980000,482700000,721550000,601160000
"P52292","KPNA2",47529000,145120000,89589000,300840000,288820000,516350000,65893000,108920000,108920000,316050000,432940000,315020000
"P52294","KPNA1",0,0,0,23579000,21281000,56105000,8503300,0,0,18101000,26983000,19574000
"P52298;P52298-3;P52298-2","NCBP2",0,7222700,0,40094000,30693000,3606000,0,0,0,34960000,56086000,33878000
"P52306-4;P52306;P52306-5;P52306-6;P52306-2;P52306-3","RAP1GDS1",0,0,0,0,0,86260000,0,0,0,0,0,0
"P52429;P52429-2","DGKE",8028700,9080400,8652600,8239200,9072400,10095000,14625000,17776000,15602000,6957200,18244000,8737600
"P52434;P52434-3;P52434-2;P52434-5","POLR2H",0,0,0,126930000,92347000,129030000,0,0,0,113880000,70368000,100040000
"P52435;Q9H1A7;Q9GZM3","POLR2J;POLR2J3;POLR2J2",0,10618000,0,31241000,32892000,38932000,0,6435100,0,35954000,24822000,26510000
"P52565;P52565-2","ARHGDIA",40644000,34638000,44101000,252200000,175750000,1145100000,62515000,59401000,70413000,351170000,155080000,195900000
"P52594-2;P52594-3;P52594;P52594-4","AGFG1",17652000,14354000,16274000,22399000,16593000,56775000,21227000,17267000,18056000,31085000,16236000,15137000
"P52597","HNRNPF",697270,7760300,5877800,368110000,348380000,416610000,465030,1428500,1617900,302610000,189930000,408050000
"P52630-4;P52630","STAT2",0,0,0,0,0,0,0,0,0,0,0,0
"P52655;P52655-2","GTF2A1",0,0,0,0,0,28389000,0,0,0,0,0,0
"P52657","GTF2A2",0,0,0,0,0,0,0,0,0,0,0,0
"P52701;P52701-3;P52701-4;P52701-2","MSH6",6876700,52831000,24241000,46210000,40492000,138390000,10129000,32949000,17205000,62629000,33064000,37096000
"P52732","KIF11",0,24719000,21969000,25076000,23342000,80837000,3545500,25646000,20893000,44126000,21486000,18944000
"P52735-3;P52735-2;P52735","VAV2",0,0,0,0,0,0,0,0,0,0,0,0
"P52747-2;P52747-3;P52747;P36508-2;P36508","ZNF143;ZNF76",0,0,0,69242000,0,70929000,0,0,0,0,0,47794000
"P52756","RBM5",0,0,0,0,0,53920000,0,0,0,0,0,0
"P52758","HRSP12",83649000,58054000,75044000,34042000,32608000,29316000,64008000,60104000,49687000,45671000,27123000,39227000
"P52788;P52788-2","SMS",0,0,0,50592000,37683000,154360000,4262900,0,6149600,71096000,43090000,36165000
"P52789","HK2",0,0,0,0,0,13178000,0,0,0,0,0,0
"P52799","EFNB2",43934000,68056000,55512000,19629000,25093000,48421000,13945000,40963000,35428000,0,10973000,10076000
"P52803","EFNA5",0,0,10260000,6276800,6767200,0,6079500,10027000,6490300,0,4842700,0
"P52815","MRPL12",5953800000,4787000000,6303800000,1897200000,2600900000,1273800000,5731200000,5204200000,4125600000,2045700000,1382000000,2069400000
"P52888;P52888-2","THOP1",9235200,0,0,22639000,20972000,117870000,0,14064000,8741900,50215000,18718000,30869000
"P52907","CAPZA1",96909000,125310000,125990000,165170000,162890000,370920000,88790000,114910000,113790000,241380000,115310000,135240000
"P52926;P52926-3;P52926-6;P52926-4;P52926-5;P52926-2","HMGA2",7447900,172870000,78826000,446370000,191650000,12078000,0,85754000,51723000,67803000,1027700000,265110000
"P52948-5;P52948;P52948-2;P52948-6;P52948-4;P52948-3","NUP98",16540000,39218000,27005000,61922000,55722000,41449000,15299000,23483000,18263000,38764000,65628000,54989000
"P53004","BLVRA",1934300,5788700,2280800,30862000,25023000,139210000,0,2844200,1654700,54299000,21547000,22932000
"P53007","SLC25A1",640550000,399370000,420730000,343780000,458120000,174460000,494580000,213410000,265040000,206810000,311680000,262020000
"P53041","PPP5C",6952200,12299000,12960000,36071000,29854000,69933000,8621200,13482000,9810300,66769000,23890000,27941000
"P53350","PLK1",0,9088200,0,30978000,12815000,22182000,13513000,10874000,11355000,14773000,28102000,38914000
"P53355-4;P53355;P53355-3","DAPK1",0,0,0,0,0,0,0,0,0,0,0,0
"P53365;P53365-3;P53365-2","ARFIP2",0,0,0,27161000,0,0,0,41258000,0,0,0,0
"P53367;P53367-2;P53367-3","ARFIP1",0,35219000,23243000,18666000,11493000,69117000,25237000,42972000,44171000,19169000,0,0
"P53370","NUDT6",29312000,14992000,13873000,0,0,0,0,0,0,0,0,0
"P53384-2;P53384","NUBP1",0,0,0,15697000,13684000,30428000,0,0,0,48921000,10287000,21818000
"P53396;P53396-2;P53396-3","ACLY",66141000,122140000,92300000,161160000,159500000,477380000,68816000,84035000,83619000,282080000,162070000,180250000
"P53567","CEBPG",0,0,0,0,0,0,0,0,0,0,0,0
"P53582","METAP1",55935000,125980000,122790000,155380000,210480000,260200000,21784000,56456000,57291000,123470000,137730000,99557000
"P53597","SUCLG1",577590000,320230000,536450000,197130000,178850000,97226000,409940000,276650000,291330000,177460000,149430000,221640000
"P53602","MVD",0,0,0,7642600,4991700,27970000,0,0,0,6671900,0,4157000
"P53611","RABGGTB",0,0,0,0,0,0,0,0,0,0,0,0
"P53618","COPB1",4561600,8496400,12556000,42893000,35557000,89544000,8569700,9100100,14396000,63981000,31839000,27561000
"P53621;P53621-2","COPA",26539000,29497000,35248000,101450000,103540000,209590000,29566000,28118000,42651000,98783000,91645000,71295000
"P53634","CTSC",134130000,104770000,122340000,65722000,43412000,49948000,98643000,121650000,108050000,79986000,25259000,28641000
"P53680;P53680-2","AP2S1",35285000,56134000,34695000,17408000,21701000,8607200,16094000,39656000,28047000,0,11198000,0
"P53701","HCCS",82407000,48874000,82048000,31787000,40945000,6259600,168640000,128190000,120860000,60790000,46433000,47590000
"P53778-2;P53778;O15264-2;O15264","MAPK12;MAPK13",0,0,0,0,0,0,0,0,0,0,0,0
"P53801","PTTG1IP",18101000,25010000,24858000,19933000,21222000,0,68239000,43632000,67620000,0,28375000,0
"P53985;P53985-2","SLC16A1",287380000,502950000,404820000,133690000,224970000,37245000,233400000,452480000,360080000,135610000,193890000,90248000
"P53990;P53990-2;P53990-3;P53990-4;P53990-5;P53990-6","IST1",19023000,17541000,15633000,30318000,25585000,15917000,18466000,11985000,12656000,28310000,23326000,25535000
"P53992;P53992-2","SEC24C",31962000,34149000,39164000,28175000,25774000,75478000,24878000,32282000,51598000,40111000,26111000,27211000
"P53999","SUB1",35743000,224750000,193980000,267110000,256220000,637420000,40787000,159280000,138080000,328030000,167960000,252880000
"P54098","POLG",91494000,44037000,64054000,16690000,28565000,8632200,43436000,33407000,30111000,10051000,12406000,9980100
"P54105","CLNS1A",0,0,0,26900000,25198000,96404000,0,0,0,50709000,20362000,26188000
"P54132","BLM",0,0,0,0,0,0,0,0,0,0,0,0
"P54136;P54136-2","RARS",15414000,50858000,51033000,106160000,88725000,228420000,43367000,59099000,62588000,121810000,92870000,88302000
"P54289-4;P54289-5;P54289;P54289-3;P54289-2","CACNA2D1",49580000,41169000,41718000,26908000,33334000,26198000,32091000,40001000,37623000,17991000,22961000,18775000
"P54577","YARS",3462200,33023000,19929000,36594000,28463000,104170000,9395700,29742000,13344000,67348000,36829000,45546000
"P54578;P54578-2;P54578-3","USP14",2515500,1452300,0,29337000,25165000,67206000,6257800,8978500,12296000,84499000,42292000,41889000
"P54619-2;P54619;P54619-3;Q9UGJ0-2;Q9UGJ0-3;Q9UGJ0","PRKAG1",4793700,0,0,9188700,6280100,23863000,5270900,0,6547400,9698200,15211000,7559900
"P54646","PRKAA2",0,0,0,0,0,0,0,0,0,0,0,0
"P54652","HSPA2",11502000,10456000,9611400,27142000,19871000,41323000,0,0,0,29107000,13097000,19568000
"P54687-4;P54687;P54687-5;P54687-2;P54687-3","BCAT1",0,0,0,0,0,32087000,0,0,0,23924000,0,0
"P54709;P54709-2","ATP1B3",382420000,474340000,410520000,351050000,576570000,276650000,248900000,477390000,378060000,219280000,375010000,223390000
"P54725;P54725-2","RAD23A",0,0,0,0,0,0,0,0,0,0,0,0
"P54725-3","RAD23A",0,0,0,0,29966000,51081000,0,0,0,49580000,0,41368000
"P54727;P54727-2","RAD23B",0,3323200,0,60001000,56685000,48214000,0,3981100,3952700,77300000,40005000,43028000
"P54760;P54760-2;P54760-4;P54760-3;P54753","EPHB4",11117000,21147000,17704000,7418100,15028000,0,14568000,25872000,28603000,7123200,12972000,7682000
"P54764-2;P54764","EPHA4",9459300,15125000,10565000,0,11380000,0,16861000,29652000,27235000,0,9394000,10964000
"P54802","NAGLU",29920000,18406000,19023000,11983000,6625400,26303000,22120000,34928000,36837000,13201000,11560000,5924000
"P54803-4;P54803;P54803-5;P54803-3","GALC",0,0,0,0,0,0,0,0,0,0,0,0
"P54819;P54819-2;P54819-5;P54819-6;P54819-3;P54819-4","AK2",1523500000,860700000,1082400000,332100000,371120000,342100000,1398000000,875070000,839100000,450050000,303140000,419270000
"P54886","ALDH18A1",3049700000,2168500000,2631200000,872880000,1083100000,605870000,2771800000,2245300000,2035000000,951690000,933440000,1116400000
"P54886-2","ALDH18A1",0,0,0,0,0,0,0,0,0,0,0,0
